text,label
Ќ« «дЁћ— гд «б÷Ќя —еЁ бг« ’ѕнё ян г”я ян гд «б»бж“е  »Џя ¬д« г  гд «б÷Ќя ж«ббе «дя «Ќбм нж нж»— »б Џ«бг ябж —»н нЌЁўян жн”Џѕбн ѕдн«ян,1
Ќ— ж«Ё д,1
янЁя —еЁ «д« »Ќ»я я н—  н«—н   ЌЎнбн ёб» ,1
’ЌнЁ…,1
дЌд« »«б∆—д «бж«Ќѕ ж«бЏ‘—нд б≈г м »ѕяд  яждж ћхеб«. г«»’н— ення н«Џн» «б‘жг Џбняжд      нЏдн жб« б√ г« »Ќян «б« нЌ—Ѕ Џ—ѕ« гб« ‘џбн,0
е–« Ќг«— »деё жб«нџдн,0
«ббе н—Ќге,0
Ќбж  Џбнёя,1
 —»н нЌЁўя  ,1
бг« ’«Ќ» «бг’бЌе н’н— Џ»«ѕ ё—‘ »»ѕ« нЁя— » Џўнг «б—»Ќ Џбм Ќ”«» гж«’б… «бдў«Ё… ж«б’н«д… «бѕж—н… ббгд‘√е  жгд ед« »»ѕ« «б —«ћЏ ж»ќ”— ”гЏ е Ќ м «б«џб«ё,0
 Ќн« н бћнб ћ»б «бг” ё»б «бж«Џн г« ЁнЁн ћнб гжябн ж ћ“н—… «бяд“ ж ”дѕ»«  .,0
“г««д  Џгбже«,1
г« Ёег  ‘н бяд гг Џ ббг‘«еѕе еееееееее,0
»«бжд «бгЌ«ѕЋ…,1
÷ЏнЁ ћѕ«р. ЁёЎ √Џћ»дн жћжѕ гж«ёЁ ”н«—… ќ«’… жжћжѕ ‘—Ё… ЌнЋ бгяд ббгѕќд √д н√ќ– —«Ќ е. гжўЁ «” ё»«б Ўж«б «бжё  д«∆г ж«б—«∆Ќ… ћѕ«р ”н∆…  «бёнг… ћѕ«р г— ЁЏ…  «бдў«Ё… гЏѕжг…  √ѕж«  «бгЎ»ќ ‘»е гЏѕжг…  «бЌг«г гж÷жЏ ¬ќ— Ёбя √д   ќнб Ќг«г г”«Ќ е г — жд’ »№ ”г ѕ«ќбе г—ж‘ ё–— жг е«бя жя—”н √Ё—дћн Џгжг «бЌг«г џн— ’«бЌ бб«” ќѕ«г  Џг«б «бдў«Ё… џн— г ж«ћѕнд Ён √џб» «бжё   «б бЁ“нжд б«нЏ—÷ √яЋ— гд ёдж«  ћгнЏе« ггб… жбг «ћѕ ”жм «б«ќ»«—н… «б”Џжѕн… б√ «»Џе« Ўж«б «бжё  гжёЏ «б‘ёё Ён Ќн ‘Џ»н ёѕнг жЎ—ё« е ÷нё… ж’Џ»… ...,0
е–е «б«џдн… «бгЁ—ж÷ »” «жѕнж   ’н—  ћдд »ѕжд Ёнѕнж,0
«д  гд √Ё÷б «бд«” Џбм «бнж нж» Ёнѕнж —«∆Џ ћѕ«р,1
Џг— жбнѕ Ёэ  «д« »Џ—Ё ЁнЁж ‘ќ’н« н« Ќг«—. ж«ббе «дя г”ќ—е ееееееее,0
б”  Ќ“нд жбяд ёб»н «дћ—Ќ яЋн—«,0
дЏг яб г« нЌѕЋ гƒ«г—… жбЏ»… ”н«”н… ж»«бѕ—ћ… «б«жбм ÷ѕ «б«”б«г бяд «бм «б¬д б« н“«б ед«я џгж÷ я»н— Ќжб г« нЌѕЋ,0
гќн» бб√гб. «бгж«ёЁ ЁёЎ. Џѕ ж«џбЎ,0
÷ЏнЁ. . «бЌг«г ’џн— ћѕ«»ѕжд «Ўб«б…,0
”ж»— «д Џ«‘ ееееееееееее,1
«д« ё«Џѕ «Џ–» дЁ”н Ќ—Ён«б«дн «б«д ћнЏ«д¬ќ— «ббнб«д« ’џн— Ён «бЏг— ж г« «Џ—Ё «”жн √н «яб… ,0
 «ќжн ’б«Ќ ‘ж е«б‘«‘… «д« » ЎбЏ «бЁ —… «б√ќн—… гЋбе«,1
»—ћ «бћѕн,1
ян д Ёя— ж«‘ ѕ«—ж Ён« «бЁ«гнб… г«д”гЌбег б« ѕдн« жб« «ќ—…,0
«д џ«» Џдн Ё«д «б—жЌ г”яде гд н”яд «б—жЌ янЁ «бёб» нд”«е,1
еб«б г д«г,1
«б”б«г Ёеѕ »«б жЁнё ж«б«” г—«—,1
Ён—ж” яж—жд« гжћжѕ гд– √—»Џ ”дж« ,0
гд“Џћ »”»» «б Ќн—,0
ёб» «ќ÷—,1
жбяг г“Џ нг“Џяг нбн » д ёѕжег ж‘ж »ѕяя Ёнег д«” жг»”жЎ… ег Ќ—нд«д« Џд дЁ”н »нжг Џ—”н —«Ќ «дћд гд «бЁ—Ќе “нег,1
«д« гЏ ж”«г ,1
ядн”…,1
енннн ‘жЁ «бн б«»” «ќ÷—,0
»я—е џ—«ге ж»—жЌ ж»—ћЏ «÷—Ў гд «жб »ѕе нд ёг,0
нЁ÷Ќ «гяг дж—,0
г«‘«Ѕ «ббе,1
«ёѕ«г ”дж—н…,1
«бЏћн» «д «бг‘«еѕ«  я»н—… е«–« нЏдн «дег н’дЏжд «бЌж«ћ“ »н»дд«  ж»нд «б«—÷,1
«б‘«н гЁЏжбе ёжн ,1
«дЁћ«—,1
«бЁнѕнж »Џдж«дянЁ  ’дЏнд гд ≈»дя гЋбн ћд”н »«бг” ё»б. ж √д« дёжб бн‘ яЋ—ж «бгЋбннд,0
ж«ќ Ём яб ‘нЅ,0
«”гя »бЏ»—н еня  гяжд гд «—»Џ Ќ—жЁ — е « Ё  еня г «»Џ я гд Џ—» ,1
Ён—ж“ ¬б’џн—… √Џ‘ёе¬ ,1
гня—жЁжд,1
дћжѕ Џ”н—нэ  Џ«бн д Џ—Ё ж ”«» «ж «”д«» ггяд,0
б√Ќѕ нд«г ё»б √д нЁя— √ж н –я— «ж н»ян жнд«г,0
Ќ—я… «б‘г»д“н,0
√—ћжян н« —еЁ «Џгбн бЁ«  Ќћ«» нбн г бн нЌЎ б«ня Џб‘«д  —еЁ  ‘жЁ «бЎжгд ,1
бнбм »ѕн ёбя «д« Ќ”н  »жћЏ «бќн«д… «д я«д гд ќн«д… ж«бѕн б√гн «ж ќн«д… Џ«ЎЁн…  Џ—÷ бе« »” гЏб‘ ќбнд« д Ёё «дж Ён я н— ‘»«» «жЁн«Ѕ гж гћ—ѕ Ќян ж дўн— «д« »Ќн« н я н— »Џ—Ё ‘»«» «жЁн«Ѕ »Џб«ё« ег ж«–«  ЎбЏд« Џж”Ў «б»д«  дЁ” «б‘н —Ќ д‘жЁ Ён я н— »д«  бЏж»нд жќ«нднд жя н— ‘»«» Џдѕд дЁ” «бгЏ ёѕ «дж «б»д«  »ќждж Ёг« Ёнд« дЏгг «дж «бќн«д… »ѕгег «–« џн—д« е«бЁя—… ж—я“д« Џ«б«жЁн«Ѕ »Ќн« д« —Ќ дб«ён «‘ќ«’ я н— «жЁн«Ѕ жя н— »н‘»ежд«,0
дў—н… «бгџ«г—…,1
б« н” Ќё «б“н«—е. б« ‘нЅ √Џћ»дн. яб ‘нЅ ”нЅ ћѕ« жб« н” Ќё «б”Џ— Ќжб  «бџ«Ѕ «бЌћ“ ж г «б—Ё÷,0
бёѕ √Ќ”д г «б«ќ н«—...Ёяб «бЌ«б«  «б н ёѕг гже« џ—н»… ЁЏб«...,1
н« ≈бен г« е–«,0
ееееееее яж—жд««««« н»жннн,0
«д  г«‘н Џбм гЋб ќ«бЁ  Џ—Ё «Ќд« Џд« ё«Џѕ… «”б«гн… «”«”н… «де бЏд «ббе «бг ‘»е«  »«б—ћ«б ж«бг ‘»енд »«бд”«Ѕ... «’б« Ќ—«г яг«д «бг—…  Џгб Ќж«ћ»е« » —жЌ «д  » Џгб ж«ббе «б»—я… «б»—я… гд“жЏ… гд жћея жжћег... «б«”б«г г« Ќ—г «б“нд… »” яб ‘н »«бЏёб... жеѕжб «б«г—ня«д Џдѕег Ќ—н… ж«д« гЏе« бяд бн” «д  яжд гЁ—Ў….. Ё«»«Ќж« «б“ж«ћ «бгЋбн жеж ндћг Џде «бЏѕнѕ гд «б«г—«÷ «бћд”н… «ббн » √Ћ— Џ яб «бгћ гЏ Ё д ен Ќ—н я Џдѕ «Џ ѕ«Ѕя Џбм Ќ—н… «б«ќ—нд жЏбм Ќѕжѕ —»д« «ббн ен «ег гд яб ‘н Ў»Џ«,0
дн«бяж« «д… Џ«н‘е »«бћ“Ѕ «ббн гЏ «бнежѕ ж«б «ян“ ггджЏ,1
гЏбг,1
‘я—« «ќ н «бџ«бне Џбм яб«гя «бћгнб —«Ќ  гд «ббе бя «б жЁнё,1
«бЌгѕ «ббе «д« «ббе ё«ѕ— Џбе яб ‘н,1
ќЎне ббе н—Ќге,0
«д« б« √‘«еѕ ёдж«  «бЏе—ёдж«  ,0
«”бж»я Ён «б”—ѕ ягд нбёд «ЎЁ«б« Ён «буг—Ќб… «б«» ѕ«∆н… ѕ—”« Ён «б —»н… «бёжгн…,0
  б« б«  « —я… ббжбѕ ‘я«Џѕ « ”жн Џннннн» ж бяг Џнннннннннннннннннн» ,0
нѕнд г—ЁжЏ нд,1
«бЌ» яб Џ«г ж«д г »ќн— »гд«”»… Џнѕ «бЁЎ— «б”Џнѕ «»—«енг «бЁён Ён «бжё  «бЌ«бн Џбм ќн— гд ж ёѕ няжд ед«я Ќб г‘яб… Џѕг ўеж— «б≈”б«г Ён «бЌ’жб Џбне« гд ё»б «бг”ƒжб ё«г » ЁЏнб «‘ —«яя г»«‘—… Ён ё—ж» ‘»«» «бггбя… «бг Ќѕ… «б»—нЎ«дн… Ён яб Џ«г ж«д  »ќн— гд– нжг г÷м гѕжд… Ќжб «бЏ«бг,1
гёЎЏ ћ«Ѕ Ён жё е ж«Ќб« б«ня,1
 ћ—»е жЏѕ . б«‘∆. «б«” ё»«б џн— ћнѕ гд »Џ÷ «бгжўЁндг «»Џ… «бдў«Ёе Ён «бџ—Ё ÷ЏнЁеб«нжћѕ гжўЁнд Ён «б«” ё»«б яЁ«не жб« «Ќѕ н—ѕ Џбм «б бЁжд «бгб«»”   √ќ— Ён «бгџ”бе ћѕ—«д «бџ—Ё џн— Џ«“бе бб√’ж« ,0
гќн» бб√гб. . нжћѕ Ќ‘—«  гд джЏ «б»ё Ён џ—Ёе «бджг жбёѕ  ÷——  “жћ н где«,0
«д« ’—«Ќ« «‘жЁ «д бнбм яб«ге« ’Ќ б«д «б—ћ«б ёб»е Ёдѕё «г «б»д   Ќ» ж«Ќѕ жг«  ёѕ— «де«  ќбне ж«б»д  гж Ќнб  ЎбЏ »—« «б»н  «б—ћб »” нЎбЏ жн—жЌ √г«яд ”н«Ќн… жн‘жЁ »д  жг« нЁя— »“жћ е,1
«” Ё“дн «б«» Џг н—«ед »д ж 4125,0
”ег бб√Џбм,1
е–« г’н— «бЌн«…,0
б« —еЁ «бЁ«н“е,1
«б”б«г Џбняг √ќн ’б«Ќ Ќ«гѕ н« —н    ябг Џд ‘—я… ,1
 ‘я— Џ «бЁнѕнж —жжжжжжЏ…,1
н« «ќ н яб г—е «я »  Џбнё «д н г ЏЎндн ёб» »бн“ «ЏЎндн ёб» »бн“,1
е–е «бё’нѕ… б «»ж «бЎн» «бг д»н  ‘«Џ— Џ—»н Ён «бЏеѕ «бЏ»«”н,1
гџ«г—… бЎнЁ…,1
н«ёбжѕе,0
ћгбне Ќ н Ён «бџ»«Ѕ  ён«г ѕжб… «”—«∆нбЏбн «—÷ «”—«∆нбџ»«Ѕ Ќ н Ён «б Ў»нЏ,0
Џдћѕ е«н  ,0
«ќ— —”«бе бћѕ н яд  Ён ’Ё Ћ«бЋ«—”б е« Ён «б«д” ё—«г«д«« «Ќ»»»яяяя ёжжежё«б  бн «д« «яЋ— н«Џг—нжгд »Џѕ е–н «б—”«бе жЁ  »Џѕ нжг гд »Џѕ г«—”б  «б—”«беж«д« ќг” «н«г «»ян Џћ“  «”я ,0
”ег бб√Џбм дЌж «бнгнд,1
н« Џндн,1
«янѕ » ж’б,1
нЏЏЏЏЏЏЏ н«—» нгж  ж гж  «б«‘я«б «бгё—Ёе гЋбе,0
Ќ—«гн «бяг«г«  ,0
гЏёжб »жяб где ’«Ќ» «бгќ»“,0
 д«‘нжд«б ћнжџ—«ЁР бРд »дРе…  ёдн…  √»ѕЏ  ’б¬Ќ   г÷м бе Џ“ жРбд« »д‘еѕбе« »” √Џ ёѕ «дег —«ћЏнд »ёж…,1
е–« бн”  Ў»нЏ е–« «Ќ б«б гд джЏ ћѕнѕ ж «” ”б«г Ёбд”гн яб ‘нЅ »≈”ге Ќ”»н «ббе ждЏг «бжянб «бѕћ«б ж‘н«Ўнде б« н“«б н” ќѕг √”«бн»е «бќ»нЋ… б«яд бд н” ЎнЏ ж«бќг… «ббн ћ«»ег бд нџѕж гЌбег жб« «бе «б« «ббе,0
жбя «–« яб ж«Ќѕ »нѕЏн гд ёб»ж г бя Џбм ≈”—«∆нб я«д  дгЌ  Џд «бжћжѕ,1
еж «д« ‘жЁ  Ёнѕнж Џд ’Џжѕ же»жЎ ‘—ня«  яЋн— »” »ѕж« г»«бџ… «бг«ѕ… » Џ я гд «Ќ”д «бгж«ѕ Ён «бЎ—Ќ ж«бгЏбжг«  ж«б”—ѕ ‘я—« бня жгд  ёѕг б ёѕг,1
 гб«гЌе Џ—»не ’Ќ,1
«–« г  —Ќ ддѕг Џбм Ћб«  Ќ«ћ«  «–« жЋё  Ён ‘ќ’ ќ«∆д«–« бг «Ќ» ‘ќ’ н” Ќёдн «–« «Ќ»»  ‘ќ’ б« н”еб ёб»н,0
гќн» бб√гб. . Џѕг «бг’ѕ«ён… б‘—я… »жядћ Ён ж’Ё гжёЏ «бЁдѕё √де гЎб Џбм «б»Ќ— нЌ «ћ «бм  ћѕнѕ бн’б бг” жм ‘—я… Ёдѕё —«ѕн”жд »бж «бгЏ—жЁ Ён «б—н«÷. —«∆Ќ… «бџ—Ё ябе«  ѕќнд —џг √дн Ён гя«д бџн— «бгѕќднд .«бгг—«  ћѕ« —«∆Ќ е« гя жг… жя—не… .«бЋб«ћ… б«  »—ѕ б÷ЏЁ «бяе—»«Ѕ,0
яб Џ«г ж«д н »«бЁ ќн— ,1
’ЁЌ… гЏ  ћЏѕ,1
гќн» бб√гб. б« ‘нЅ.  ённг «бЁдѕё б« н— ён «бм  дћжгянЁ  г  ’днЁе  дћжгњ,0
д”н г «н÷« ‘«—б »н ж «бЎ»н» «бЁ—д”н «бгћ—г,0
—џг яб г÷«нё«  «б н н бё«е «б≈д”«д гд √’ѕё«∆е «ж гд џ—»«Ѕ ннём «бћ—Ќ «б«Џгё  ж√яЋ— √бг жб« нгяд д”н«де жндя”— ёб»я »”»е ен г÷«нё«  «бЏ«∆б…бяд нћ» Џбм е–« «б≈д”«д «д нћЏб гд яб е–« яб«г ”»» Ён ”гж ж «бдћ«Ќ ж«д нћЏб яб«г «бд«” г”н∆ бе «бЏя””«гЌ «бд«” бяд б«  д”м Ќ м б«   √бг г—… «ќ—м,0
«бЁдѕё ”н∆ ббџ«не ж«бќѕге ”н∆е ж«бџ—Ёе ’џн—е ж«÷«∆ е« гЏЎбе. бг нЏћ»дн ‘н∆ Џ«б«Ўб«ё. «бќѕге ”н∆е«б«÷«Ѕ… гЏЎбе«б√”—е ”н∆е жё–—е ж”ќе«б«яб ”н∆«бёеже ”н∆е«б«”Џ«— џ«бне жг»«бџ Ёне«бг н” —ѕж« »«ён «бг«б,0
я нннн— Ќбж  ÷бн —«ён… » Ёдя жгЌ —г… » б»”я,1
√ѕн Џг—я н« —еЁ,1
янг џ—жѕе б« г‘ »” Ќ“д Џд бжћЏ нбн г« гдёѕ— дЏ»— Џ«дж бЌѕ«,0
Ён «ће“… гд ‘«жгн ж«»ж ж—нбгн «Ё÷б »яЋн— гдж,0
 ” «ебн н« ёб»н,1
«жжжжЁ,0
«Ќбм ёд«…         —еЁ »—ж,1
√ќ— ябг… ”гЏ е« гд √»жн я«д  гд √д   бг няд нЏ—Ё ’ж н Ён «бе« Ё  бг дяд Џбм  ж«’б яЋн—«  »б бг дяд дябг »Џ÷д« яд« Џбм ќб«Ё ѕќб «бг” ‘Ём же« Ё е ёб  бе  г”я »«бЌн«… √»н ё«б бн гд √д  бг няд нЏ—Ё ’ж н »Џѕе«  »нжг  жЁ«е «ббе   г√Ќё—ян н«ѕдн«,0
гќн» бб√гб. бёѕ  г Ќћ“ г»бџ гд «бЁн“« я«—ѕ Џбм «”«” «де нн—ѕ «бм Ќ”«»» ж”—ёе «бЁдѕё. ,0
300 Џгбн…  ћгнб ,0
«н ѕе «бе»б ,0
»бн“ «бЏгбн ћжб… »ћж«бя г «»Џ я гд «бћ“«∆—  нЌ»я я н—,1
«бќѕге «б «дне “«»Ўе,1
яб Џ«г ж«д г »ќн— жгЏ »Џ÷ ,1
»бЏя” «д”«д гЌ —г жг« »н—жЌ гж«—ѕ Ў»нЏн,1
гќ’’ бб√ЎЁ«б,1
н«бн  нЏбг «дн б”  «–я—еж«ббе нЏбг «дн б”  «д”«е«д џ«» Џдн Ё«д «б—жЌ г”яде,1
÷ЏнЁ. «бгжёЁ. «бЁ—‘ ёѕнг жг е«бя ћѕ«.  «бЏ“б ”нЅ ћѕ«.,0
«»ѕ«««««««««Џ ,1
”«я”жЁжд,1
б« «д’Ќ Ёне «»ѕ«. «”ж«Ѕ Ёдѕё г— Џбн« Ён Ќн« н ”н∆ ћѕ« ћѕ«. џ—Ёе ”н∆е ћѕ« жёѕнг «б«Ћ«Ћ,0
Ёдѕё ”нЅ Ён гдЎё… г‘»же…. б« ‘нЅ. »«ќ ’«— «б–н н‘Џ— «де «д”«д жбн” Ќнж«д н» Џѕ Џд е–« «бЁдѕё..ёѕ няжд ’«бЌ б«‘ќ«’ Ёёѕ  Џёбе«  ћ—»е г—н—е Ён гдЎё… г‘»жее,0
ж «б»нёе— «дж «б—ћ«б ег √’б«р г‘ —ћ«б ж г‘ Ё«егнд «н‘ »нЏгбж ж Ё«—÷нд —√нег ж еж яб ж«Ќѕ Ёнег √”Ўб ж √џ»м гд «бЋ«дн ,0
”ег гЏёжЁ ббнгнд,1
д«—,1
«ббе н—Ќге жнџЁ— бе жнћЏбе гд «еб «бћде гЏ «б«»—«— «б’«бЌнд ,0
нд’— ѕнд «»жя,1
√д« »Ќ»я —еЁ яЋн—,1
Ёя—… «бе»ѕ Ёне« ќн«д…,0
гќн» бб√гб. . «бдў«Ёе ”н∆е ж«бгЎЏг џн— г« джЏ ж«б”Џ— џ«бн ћѕ« яд  Џгнб бег «г« «б«д Ёџн—  —«н,0
н« Џг—н,1
ѕд“б ж«‘дЎд днж—я  б« г«Ён,0
—еЁ «д н д”ќ… ’ѕнё н жбб… бгд ‘Ё я «жб г—… Ёя— … ен……,1
«жжжжжЁ,0
е–« г” Ќнб няжд Ён Џг«д жнд «б«ће“е «б’Ќне ж«б«гдне д«нге Џде гд “г«д жЁн яЋн— гд «бг’«дЏ ж«бг‘«џб » Џгб Ён «б»нж ,0
«б»Ў«дн«  бн”  дўнЁе. ё—» «бгжёЏ. «б”—н— џн— г—нЌ «б»Ў«дн«  Ёне« —нЌе ”н∆е,0
ж«ббегбн ,0
«д« г«г« ё«Џѕ  Ў»ќ ж«д« ћжЏ«г ж«‘г —нЌ… «б«яб ‘ен «д« «”гн яж — гд «бћў«∆—,0
г”янде «ё‘Џ— ћ”гн ябее,0
—”«бе гд «ббе ”»Ќ«де ж  Џ«бм,1
«Ќбм »‘«—,1
яб»,1
«б “«нѕ «б«Ќѕнѕ«»н,1
н«ёб»н —»«,1
ееееееееееееееее,1
»ћн ,0
Џг«ѕ «бдж«ћн «»ж√не  д÷«б «бгћ«—Ќе  гд ед«,1
√”жЅ Ёдѕё Ён «бЏ«бг. . »Џѕе Џд ѕ»н ж«б Ќ«нб «бж«÷Ќ гд «бЁдѕё бя”» «бг“нѕ гд «бг«б ж«— Ё«Џ ћгнЏ «бќѕг«  бѕнег «бЁЎж— »г»бџ «÷Ё «бне« —”жг ќѕг… ж«гж— Ћ«дн…  ЎбЏ Ён «бде«н… г»бџ «Џбм »яЋн— гд ѕ»б «бг»бџ жбд «я—— «б“н«—… бе жб« б«н Ё—Џ гд Ё—жЏ «бЁдѕё «н я«д  «бў—жЁ жбг нЏя— ’Ёж —Ќб н ”жЅ е–« «бЁдѕё жббЏбг ЁёЎ бб–н н—нѕ «бЌћ“ Ёне «Џбг «дег ”жЁ нгдЌжя ЁжЎ бн”  ёѕнг… ЁЌ”» «дг« гд яЋ— «б«” Џг«б бн”  ё«»бе бб«” Џг«б Ќ м Џбм «бЌнж«д«  гж Џбм «б»‘— бб«”Ё «”ж«Ѕ Ёдѕё ”яд  Ёне Ён Ќн« н д’нЌ… «ќ «» Џѕж Џде,0
«Ќб« √нгд,1
ћж нћдд »” бж Ё—ћ ёѕ«Ќ ж√‘—Ё √»ж бнб я«д «Ё÷б гд ћЏн— е«ў,0
«‘н »ёбЏЎ,0
»д”»е ббняжбжд «Ќбе ‘»«» жбя «Ќбе Ўн“ –жб ‘жЁ «б—я’,1
‘я—« Џбм «бЁнѕнж гЏ «дн г« »Ќ» яндџ” жд нЏдн «‘ —н   г« Ўжб гЏн,1
÷ЏнЁ. . «бгЏ«гбе Ён...........ж «ќн— Ён «” —ћ«Џ «бг” Ќё« ,0
«’»Ќ  ћгнб… »«бЌћ«»,1
гёб» ё’н— »” »÷Ќя жЌбж,1
’—д« —ќ«’ н« —»н гЏ Џѕжя,0
«н яжб ќ—«««,0
«Ќ”д н,1
ж’бд« б«ќ— «бѕдн« ‘ж еб ё—Ё г« » ” Ќн Џбм Ќ«бя ж«д н Џг  Ќггн «»дя гд ‘н ёбнб —»д« »Џ  еб Ё«н—ж” Џбм «бЏ«бг бЏб еня √‘я«б  —ћЏ ≈бм —»е«,0
ж«ббе  жёЏ  ѕ—Џ «бнж нж» »Ќ»я  ,1
»яб ’—«Ќ… ёд« я џн— ћгнб… б« «ё’ѕ «б«е«д… ж«б”» Ёёд« я гЌ ж«е« Џ»«—… Џд г”ќ—… ж«б ябг Џбм «бд«” ж«б÷Ќя Џбнег  ‘нЅн«”гнд «ббн ё«Џѕ   ябг Џбне« «Ё÷б гдя »яЋн— Ёен бѕне« гб«ннд г‘ —я «Ё÷б гдя  ‘нЅ «д  б« ѕќб бя Ён «бд«” ЁёЎ —я“ Џбм дЁ”я ж«Џгб Ёнжћѕ «ЎЁ«б н «»Џждя жн Џбгжд гдя «б«‘н«Ѕ «б”б»н…  б« «ё’ѕ «е«д я жбяд гд «б«Ё÷б бя «б џнн— Ён гЌ жм ёд« я е–н »” д’нЌ… гж ”» Ё«бнж нж»— «ббн ё«Џѕ   ябг Џбнег «Ё÷б гдя «Џнѕе« ж«я——е« «д  г«бён  «н‘ » ”жн жћѕ  Ёя—… —Ќ  «бнж нж» ж»ѕн    ябг Џбм «бд«” гЋб ‘Ё« «б н  ябг  Џбне« Ён ёд« я б« ѕќб бя Ёне« Ёен ’џн—… ж«д  я»н—,0
»—√нн гё«б»,1
ггяд  дж—жд ёд« н »бн“ «—ћжяг «бм —г÷«д «—нѕ «ж’б «я»— Џѕѕ ж«ббе Ќнб Ё—Ќ  гд ’«—ж «бг «»Џнд  «я »жбн √Ёя«— ћѕнѕ… «бнж нж» «д“бе« б√д ÷жће ,1
«ббе н”Џѕя н«—» н«—ежЁе «бЌбже,1
«бЁўе« гЏ ÷г… ,1
Ўн» ЏЎнег  Џ«бёбнб… ”«—ё «г «бЁнѕнж,0
«д« »ѕн «‘ —н «”—Џ  ћгнЏ…  бб«бЏ«»,1
ёЎ… »Џнжд ёб» Ќ»,1
«Ќб« ‘н √гб Ќћ«“н,1
Ён «бж«ёЏ « гдм «д  —гндн Џ«∆б н Џбм «б«ёб «Ќ’б Џбм Ќ—н н ег ЁёЎ «”гег Џ«∆б…,0
бёѕ жћѕ гџ—»н ѕж«Ѕ Ён—ж” яж—жд«  ≈”ге гЌгѕ “нд «бѕнд,1
ж янЁ √д”«я ж Ён «бёб» гд“бя ,1
»Ќ»я —еЁ я н— «д‘«ббе  ж’бн «бгбнжд ё—н»«,1
“е—… «б жбн»,1
 ќбЁ Џёёбн,0
«»ѕ√ »дЁ”я «ќн«ќ н «бя—нг«бя—нге,1
«ббе н—Ќг,0
«ббе н—Ќге жнџЁ— бе жнћЏбе гд √еб «бћде,0
«бЁнѕнж џ—н»,0
Џ»«б «бгн  гбнжд б«дя  ” «ебнд,1
«–« «‘ ѕ  «дёЎЏ «бЌ»«б,0
«ёѕ«г ”дж—н…,1
 Џ«гб «’«бе гЏ ‘—нд «”бж» гж Ќбж нЏдн ‘—нд » гѕЌе« жен  Ќянбе« еня,0
нбн г ‘жё ≈бм —г÷«д ,1
»‘«— ќб’ «бгЏћжд н«—еЁ,0
ёб  бя Ё—Ќ «д  «”гя —еЁ —г÷«д г»«—я ”Џнѕ,1
÷ЏнЁ. гжёЏ «бЁдѕё Џбн «б»Ќ—. «бдў«Ёе ”н∆е«б«Ћ«Ћ ”∆«б’н«де ”н∆е«б«бж«д ”н∆е,0
ег»—я—,1
Џ«‘  «нѕя Џбм «бгёЎЏ «бЁнѕнж гг Џ ћѕ« «б‘—яе «бё«ѕг… «ё —Ќ ‘«жгн,1
«—ћжян «ѕЏгндн н« —ежЁ,1
я н— «д« гд г «»Џ я «д« «бн «д« ж«ќ н ёд«…  Џбм «бн нж» «”ге« »«бя«гб —џѕ ж—»« «бЎе—«жн ,1
»’—«Ќ… «д’ѕг  гд Ў—нё…  Ёян— бнб« б√д Џдѕн дЁ” Ў—нё… «б Ёян—  »Џе« Ёя—  √дн «бжЌнѕ… «бн Ќ«ёѕ… Џбм «бгћ гЏ ,0
«б ћнЏ… «џбм гд Ќн« н ж‘ –« «д« «‘ —н ян” ’џн— Џ‘«д «б”Џ— Ёћ«ќ ЎбЏ    «б”Џ— ««бг жёЏ ж‘ –«,0
бн‘ гнд гнЌ» «б«д” я—«г √Џ‘ё «б«д” я—«г,1
»ћѕ «бЁѕнж ѕе ћ—Ќ ћѕ« ,0
б« г« —«Ќ  ж’б бб ћнћ«,0
«б÷Ќяяяя,1
«ќж« н «д« ж«’ѕё«∆н г”«жннд гћгжЏ… ж ” ббё—¬д «бя—нг Ўб нжг гдд‘— ’ЁЌ«  гд «бё—¬д жяб ж«Ќѕ Џбне ’ЁЌ…«бн »нЌ» нѕќб н»Џ бн —ёгж,1
»—ћ «бЌж ,1
б«Ќжб жб« ёж… «б« »«ббе «бЏбн «бЏўнг «жб г—е »‘жЁ еня гдў—,0
»Ќ»я я н— н«—еЁ г « »Џ я гд «бћ“«∆—,1
÷ЏнЁ ћѕ«р. . «бЁдѕё ќѕг« е “Ё  ж«бдў«Ёе “Ё  Ќ“  Џд Ўнё »жядё жќ—ћ  гд «жб бнбе ж—Ё÷ж« «—ћ«Џ ёнге «бнбе «бЋ«дне жЌёнёе Ёёѕ  »жядё г’«ён е« »ёжб е–е «бджЏне гд «бЁд«ѕё ж”жЁ «ёѕг ‘яжн бенЅе «б”н«Ќе Џбн «бЁдѕё жгжёЏяг б«—ћ«Џ Ќён,0
”»Ќ«д «ббе «ќб«ё ж’ж  —«∆Џ жябг«  Ћёнб… Џбм ”гЏ »Џ÷ ћеб«Ѕ,1
н« г«бя е«н «г яЏ» » днг «»де« Џбм ’ѕ—е« Ўн» “жће« жнд » днгењњњњ «янѕ гд яб«ге« г« Ён “жћ жяб«ге« «де« » Ёёѕе бг« нћн б”—н—е« «б”«Џе жЌѕе »«ббнб г« ёжге« «б« гЌд е« жяг«д » Ќгге «янѕ » бЏ»бе Ён »н÷« е ж«÷Ќ яб ‘н гд «бяЏ» «бн б«»” е жЎ«ќ,0
Џгбн —ѕ  ЁЏб Џбм     ,1
